year,team,ranking_type,avg,points
2014,Michigan State,recruiting,86.78,217.62
2014,Oklahoma State,recruiting,85.91,217.59
2014,Virginia Tech,recruiting,85.99,217.39
2014,Arkansas,recruiting,85.8,215.5
2014,North Carolina,recruiting,86.28,213.58
2014,Arizona,recruiting,84.02,213.29
2014,Wisconsin,recruiting,84.78,205.44
2014,Virginia,recruiting,85.83,205.34
2014,NC State,recruiting,84.44,201.31
2014,Nebraska,recruiting,84.95,200.24
2014,Mississippi State,recruiting,84.84,199.92
2014,Missouri,recruiting,84.54,198.53
2014,Washington,recruiting,84.34,198.52
2014,West Virginia,recruiting,84.12,194.85
2014,Texas Tech,recruiting,84.08,191.82
2014,Maryland,recruiting,84.47,190.98
2014,South Florida,recruiting,84.32,189.74
2014,TCU,recruiting,83.07,188.64
2014,Pittsburgh,recruiting,84.13,187.66
2014,Louisville,recruiting,83.96,183.64
2014,Vanderbilt,recruiting,83.37,183.05
2014,Northwestern,recruiting,85.79,182.68
2014,Indiana,recruiting,82.35,180.46
2014,Kansas State,recruiting,82.17,178.29
2014,Kansas,recruiting,83.16,177.14
2014,Boston College,recruiting,82.71,177.12
2014,Syracuse,recruiting,82.72,176.87
2014,Washington State,recruiting,83.28,176.62
2014,Georgia Tech,recruiting,84.04,175.71
2014,California,recruiting,83.5,174.52
2014,Rutgers,recruiting,81.47,174.14
2014,Minnesota,recruiting,83.1,172.32
2014,Iowa,recruiting,83.64,171.84
2014,Iowa State,recruiting,82.64,171.65
2014,Oregon State,recruiting,81.7,166.96
2014,Duke,recruiting,84.18,166.35
2014,Marshall,recruiting,80.17,165.64
2014,Boise State,recruiting,81.8,163.09
2014,BYU,recruiting,82.0,161.71
2014,Cincinnati,recruiting,81.25,161.43
2014,Utah,recruiting,83.05,160.67
2014,Wake Forest,recruiting,81.8,160.4
2014,UCF,recruiting,83.18,159.55
2014,Temple,recruiting,80.35,156.27
2014,Purdue,recruiting,82.45,156.02
2014,Western Michigan,recruiting,80.51,153.42
2014,Illinois,recruiting,82.25,153.35
2014,San Diego State,recruiting,79.8,147.92
2014,Colorado,recruiting,80.11,147.9
2014,Houston,recruiting,80.9,144.26
2014,East Carolina,recruiting,79.6,136.87
2014,Old Dominion,recruiting,78.13,136.07
2014,Memphis,recruiting,78.42,135.91
2014,Tulsa,recruiting,79.35,130.3
2014,SMU,recruiting,78.55,128.23
2014,Nevada,recruiting,78.01,126.15
2014,Southern Miss,recruiting,78.11,125.74
2014,San Jose State,recruiting,78.93,124.98
2014,Fresno State,recruiting,78.92,124.42
2014,Middle Tennessee,recruiting,78.36,124.03
2014,Colorado State,recruiting,77.6,122.77
2014,Appalachian State,recruiting,77.64,121.25
2014,Western Kentucky,recruiting,78.05,121.12
2014,Louisiana Tech,recruiting,78.82,119.17
2014,Tulane,recruiting,79.3,118.86
2014,Rice,recruiting,79.16,117.7
2014,Toledo,recruiting,78.13,115.38
2014,New Mexico,recruiting,76.62,112.56
2014,Florida Atlantic,recruiting,77.25,111.77
2014,Arkansas State,recruiting,77.68,111.51
2014,Georgia Southern,recruiting,77.46,111.25
2014,Texas State,recruiting,77.62,109.9
2014,Northern Illinois,recruiting,75.43,109.52
2014,Hawaii,recruiting,76.45,108.34
2014,Buffalo,recruiting,77.75,108.06
2014,Ball State,recruiting,78.42,107.53
2014,Ohio,recruiting,76.52,105.12
2014,North Texas,recruiting,77.01,105.0
2014,Yale,recruiting,78.29,103.87
2014,Georgia State,recruiting,76.39,102.91
2014,Bowling Green,recruiting,77.53,102.64
2014,Louisiana,recruiting,76.72,102.49
2014,Navy,recruiting,77.3,101.9
2014,FIU,recruiting,76.89,100.66
2014,UConn,recruiting,77.91,98.31
2014,Utah State,recruiting,75.53,97.8
2014,Air Force,recruiting,76.87,97.78
2014,Akron,recruiting,77.31,97.33
2014,UAB,recruiting,75.09,96.13
2014,South Alabama,recruiting,76.46,96.08
2014,Central Michigan,recruiting,77.35,91.2
2014,UNLV,recruiting,76.75,91.15
2014,UTEP,recruiting,75.69,89.53
2014,Charlotte,recruiting,75.81,89.2
2014,UMass,recruiting,76.34,87.9
2014,Army,recruiting,76.31,87.22
2014,New Mexico State,recruiting,75.58,86.79
2014,Kent State,recruiting,75.8,86.65
2014,Eastern Michigan,recruiting,75.94,84.89
2014,Miami (OH),recruiting,75.47,84.76
2014,Louisiana-Monroe,recruiting,76.31,84.48
2014,UTSA,recruiting,76.73,81.73
2014,Wyoming,recruiting,75.99,80.87
2014,Idaho,recruiting,74.94,77.86
2014,Illinois State,recruiting,76.55,75.99
2014,Chattanooga,recruiting,77.63,69.28
2014,Troy,recruiting,74.22,64.21
2014,Portland State,recruiting,77.2,63.88
2014,Northern Arizona,recruiting,77.39,53.85
2014,Charleston Southern,recruiting,75.12,48.6
2014,Jacksonville State,recruiting,76.29,47.91
2014,Abilene Christian,recruiting,79.5,45.91
2014,Albany,recruiting,80.79,42.37
2014,Southern Illinois,recruiting,77.19,41.96
2014,Harvard,recruiting,80.46,41.25
2014,South Carolina State,recruiting,83.72,40.82
2014,North Dakota State,recruiting,74.81,36.88
2014,Stony Brook,recruiting,77.19,35.51
2014,Samford,recruiting,77.0,34.42
2014,Tennessee Tech,recruiting,78.39,32.99
2014,Kennesaw State,recruiting,73.71,32.95
2014,Nicholls,recruiting,76.53,32.13
2014,Furman,recruiting,76.3,30.83
2014,Princeton,recruiting,76.16,30.57
2014,Indiana State,recruiting,77.73,30.33
2014,Missouri State,recruiting,74.81,28.44
2014,UC Davis,recruiting,76.98,27.34
2014,Tennessee State,recruiting,76.75,26.59
2014,Wofford,recruiting,73.84,26.57
2014,Murray State,recruiting,76.45,25.6
2014,Austin Peay,recruiting,75.04,25.04
2014,Northern Iowa,recruiting,73.05,24.32
2014,Eastern Illinois,recruiting,74.88,24.03
2014,East Tennessee State,recruiting,74.8,23.78
2014,Mercer,recruiting,75.94,23.5
2014,Southeast Missouri State,recruiting,81.73,23.39
2014,Towson,recruiting,74.37,21.77
2014,Bethune-Cookman,recruiting,76.89,20.62
2014,Northern Colorado,recruiting,76.9,20.55
2014,Delaware,recruiting,72.93,20.34
2014,James Madison,recruiting,74.05,20.2
2014,Alabama State,recruiting,75.06,20.09
2014,Coastal Carolina,recruiting,75.04,19.95
2014,Monmouth,recruiting,74.83,19.29
2014,Richmond,recruiting,72.42,19.26
2014,Fordham,recruiting,76.32,18.92
2014,Incarnate Word,recruiting,79.48,18.92
2014,Youngstown State,recruiting,73.79,18.81
2014,William & Mary,recruiting,73.04,18.18
2014,South Dakota State,recruiting,75.76,17.23
2014,Rhode Island,recruiting,78.5,17.0
2014,The Citadel,recruiting,75.6,16.76
2014,Eastern Washington,recruiting,75.55,16.52
2014,Lamar,recruiting,86.46,16.46
2014,Lafayette,recruiting,75.33,15.94
2014,Central Arkansas,recruiting,73.94,15.73
2014,Western Illinois,recruiting,73.89,15.51
2014,Holy Cross,recruiting,73.9,15.49
2014,Southeastern Louisiana,recruiting,71.87,14.95
2014,Savannah State,recruiting,73.57,14.24
2014,Jackson State,recruiting,73.58,14.23
2014,McNeese,recruiting,77.11,14.19
2014,Pennsylvania,recruiting,76.98,13.96
2014,Sam Houston,recruiting,76.67,13.29
2014,Idaho State,recruiting,76.67,13.29
2014,Colgate,recruiting,73.33,13.26
2014,Eastern Kentucky,recruiting,72.21,13.24
2014,Grambling State,recruiting,76.59,13.18
2014,Jacksonville,recruiting,76.48,12.94
2014,Presbyterian,recruiting,74.22,12.63
2014,Villanova,recruiting,75.83,11.66
2014,New Hampshire,recruiting,75.61,11.22
2014,UT Martin,recruiting,73.64,10.84
2014,Western Carolina,recruiting,71.5,10.5
2014,Northwestern State,recruiting,80.04,10.04
2014,Robert Morris,recruiting,73.32,9.95
2014,Delaware State,recruiting,79.86,9.86
2014,Houston Christian,recruiting,74.67,9.34
2014,Hampton,recruiting,79.04,9.04
2014,Georgetown,recruiting,78.93,8.93
2014,North Carolina Central,recruiting,78.89,8.89
2014,Cornell,recruiting,74.41,8.82
2014,Norfolk State,recruiting,78.64,8.64
2014,Tarleton State,recruiting,78.58,8.58
2014,Duquesne,recruiting,78.32,8.32
2014,Prairie View A&M,recruiting,77.93,7.93
2014,Liberty,recruiting,73.82,7.63
2014,Lehigh,recruiting,71.86,7.43
2014,North Carolina A&T,recruiting,76.67,6.67
2014,Sacramento State,recruiting,76.67,6.67
2014,Stephen F. Austin,recruiting,76.67,6.67
2014,Cal Poly,recruiting,76.67,6.67
2014,Columbia,recruiting,76.67,6.67
2014,Elon,recruiting,76.67,6.67
2014,Montana State,recruiting,73.32,6.64
2014,South Dakota,recruiting,72.21,6.64
2014,Maine,recruiting,71.65,6.59
2014,Bucknell,recruiting,73.16,6.31
2014,Campbell,recruiting,71.98,5.95
2014,Howard,recruiting,73.98,3.98
2014,Texas Southern,recruiting,71.97,1.97
2015,Alabama,recruiting,93.73,311.1
2015,USC,recruiting,92.28,310.88
2015,Florida State,recruiting,92.54,287.06
2015,Tennessee,recruiting,89.48,286.26
2015,LSU,recruiting,89.91,284.37
2015,Georgia,recruiting,89.74,282.54
2015,Ohio State,recruiting,90.31,279.6
2015,Auburn,recruiting,90.16,278.31
2015,Clemson,recruiting,89.12,277.98
2015,Texas,recruiting,89.43,272.49
2015,Texas A&M,recruiting,89.03,270.61
2015,UCLA,recruiting,91.63,269.68
2015,Notre Dame,recruiting,90.45,267.79
2015,Penn State,recruiting,89.05,250.0
2015,Oklahoma,recruiting,88.2,249.69
2015,Oregon,recruiting,88.71,245.79
2015,Ole Miss,recruiting,88.65,245.71
2015,Mississippi State,recruiting,87.69,237.46
2015,Arizona State,recruiting,87.82,232.73
2015,South Carolina,recruiting,86.63,230.49
2015,Florida,recruiting,87.26,227.46
2015,Arkansas,recruiting,86.56,222.51
2015,Michigan State,recruiting,87.66,221.77
2015,Stanford,recruiting,87.04,220.65
2015,Missouri,recruiting,86.44,217.98
2015,Washington,recruiting,85.77,215.83
2015,Miami,recruiting,86.36,215.49
2015,North Carolina,recruiting,87.59,214.05
2015,Virginia Tech,recruiting,86.35,212.07
2015,Nebraska,recruiting,86.16,211.72
2015,NC State,recruiting,85.31,208.69
2015,Texas Tech,recruiting,85.79,203.18
2015,Louisville,recruiting,85.4,201.4
2015,California,recruiting,84.63,198.77
2015,West Virginia,recruiting,84.75,198.02
2015,Baylor,recruiting,85.2,195.88
2015,Michigan,recruiting,87.81,194.82
2015,Kentucky,recruiting,85.09,193.19
2015,TCU,recruiting,85.63,191.44
2015,Oklahoma State,recruiting,84.86,191.28
2015,Wisconsin,recruiting,85.5,189.85
2015,Washington State,recruiting,84.2,188.41
2015,Arizona,recruiting,84.32,186.57
2015,Georgia Tech,recruiting,84.46,185.45
2015,Utah,recruiting,84.65,183.38
2015,Pittsburgh,recruiting,85.98,183.18
2015,Maryland,recruiting,84.73,182.31
2015,Illinois,recruiting,83.45,181.74
2015,Vanderbilt,recruiting,84.47,181.37
2015,Virginia,recruiting,84.02,179.92
2015,Wake Forest,recruiting,82.98,176.85
2015,Duke,recruiting,84.45,175.77
2015,Indiana,recruiting,83.78,175.35
2015,Kansas State,recruiting,83.39,175.02
2015,Northwestern,recruiting,84.07,174.83
2015,Rutgers,recruiting,82.82,172.19
2015,Syracuse,recruiting,82.69,172.06
2015,Boise State,recruiting,83.61,171.68
2015,Iowa,recruiting,83.26,169.99
2015,Boston College,recruiting,83.43,169.45
2015,Oregon State,recruiting,83.45,167.89
2015,San Jose State,recruiting,80.88,167.14
2015,Minnesota,recruiting,83.14,167.01
2015,Iowa State,recruiting,82.37,166.5
2015,BYU,recruiting,82.11,165.06
2015,South Florida,recruiting,83.14,163.15
2015,Purdue,recruiting,81.75,162.85
2015,Cincinnati,recruiting,81.85,162.45
2015,Colorado,recruiting,83.05,162.04
2015,San Diego State,recruiting,81.01,161.96
2015,UCF,recruiting,83.55,160.78
2015,Fresno State,recruiting,82.0,155.02
2015,Kansas,recruiting,81.18,153.94
2015,Miami (OH),recruiting,79.79,150.48
2015,Marshall,recruiting,80.55,149.98
2015,Western Michigan,recruiting,80.51,147.78
2015,Memphis,recruiting,79.44,146.79
2015,Louisiana,recruiting,80.17,146.18
2015,Florida Atlantic,recruiting,80.37,146.02
2015,Temple,recruiting,80.12,143.34
2015,SMU,recruiting,80.45,142.99
2015,Louisiana Tech,recruiting,80.84,142.32
2015,Northern Illinois,recruiting,79.1,138.94
2015,Toledo,recruiting,80.39,138.12
2015,Georgia Southern,recruiting,80.4,137.18
2015,Middle Tennessee,recruiting,79.21,134.77
2015,Southern Miss,recruiting,78.96,133.4
2015,South Alabama,recruiting,79.89,132.17
2015,Houston,recruiting,79.71,131.58
2015,Arkansas State,recruiting,80.15,131.45
2015,Tulane,recruiting,80.02,128.9
2015,Ohio,recruiting,78.1,128.68
2015,East Carolina,recruiting,81.77,126.85
2015,North Texas,recruiting,78.89,126.6
2015,Texas State,recruiting,78.82,124.71
2015,Utah State,recruiting,79.66,124.56
2015,Central Michigan,recruiting,79.86,123.63
2015,Nevada,recruiting,79.61,122.5
2015,UConn,recruiting,79.28,120.89
2015,FIU,recruiting,78.96,120.42
2015,Rice,recruiting,79.05,120.11
2015,Kent State,recruiting,78.71,119.93
2015,UTSA,recruiting,78.45,119.88
2015,Bowling Green,recruiting,78.34,119.83
2015,Ball State,recruiting,78.19,119.7
2015,UNLV,recruiting,78.81,119.46
2015,UMass,recruiting,77.81,118.12
2015,Louisiana-Monroe,recruiting,78.15,116.67
2015,Tulsa,recruiting,79.07,116.08
2015,Old Dominion,recruiting,78.09,115.65
2015,Western Kentucky,recruiting,78.79,115.65
2015,Navy,recruiting,77.6,114.7
2015,Wyoming,recruiting,78.73,114.32
2015,Appalachian State,recruiting,78.42,112.03
2015,Eastern Michigan,recruiting,77.33,110.15
2015,New Mexico,recruiting,78.14,110.03
2015,Troy,recruiting,78.42,107.58
2015,Buffalo,recruiting,77.55,103.21
2015,Colorado State,recruiting,79.27,101.72
2015,Army,recruiting,76.64,100.83
2015,Idaho,recruiting,76.76,98.54
2015,Hawaii,recruiting,78.87,98.16
2015,Air Force,recruiting,76.86,98.02
2015,Georgia State,recruiting,77.0,90.61
2015,New Mexico State,recruiting,76.19,87.78
2015,Charlotte,recruiting,77.44,86.91
2015,Akron,recruiting,76.01,82.38
2015,UTEP,recruiting,75.68,73.03
2015,Harvard,recruiting,80.12,67.37
2015,Northern Arizona,recruiting,78.89,65.76
2015,Chattanooga,recruiting,77.82,63.37
2015,North Dakota State,recruiting,74.78,63.16
2015,Jacksonville State,recruiting,78.77,59.0
2015,Towson,recruiting,79.69,47.49
2015,James Madison,recruiting,79.54,46.41
2015,Yale,recruiting,77.62,45.08
2015,Western Carolina,recruiting,78.9,43.67
2015,Stephen F. Austin,recruiting,77.09,41.3
2015,UT Martin,recruiting,76.74,39.72
2015,UC Davis,recruiting,78.13,39.45
2015,Northern Iowa,recruiting,75.79,39.11
2015,Liberty,recruiting,79.62,38.13
2015,Samford,recruiting,76.41,37.8
2015,Abilene Christian,recruiting,79.55,37.6
2015,South Dakota,recruiting,77.64,37.56
2015,Southern Illinois,recruiting,73.55,37.12
